account_id,strategy,instrument,broker_symbol,source,side,signal,weight,target_notional_usd,target_pct_account,estimated_units,estimated_standard_lots,sizing_note,last_price,magic,current_notional_usd,delta_notional_usd,delta_side
A4,NO_EUR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.2,-109603.66,-0.548018,81186.39,0.8119,FX quote-USD estimate,1.350025,2026052204,0.0,-109603.66,SELL
A4,NO_EUR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.2,-109603.66,-0.548018,109603.66,1.096,FX base-USD estimate,158.913,2026052204,0.0,-109603.66,SELL
A4,NO_EUR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.2,109603.66,0.548018,152838.66,1.5284,FX quote-USD estimate,0.71712,2026052204,0.0,109603.66,BUY
A4,NO_EUR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.2,109603.66,0.548018,186545.13,1.8655,FX quote-USD estimate,0.587545,2026052204,0.0,109603.66,BUY
A4,NO_EUR_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.2,-109603.66,-0.548018,109603.66,1.096,FX base-USD estimate,1.38115,2026052204,0.0,-109603.66,SELL
A5,COMDOLL_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.3333333333333333,97294.3,0.486471,135673.66,1.3567,FX quote-USD estimate,0.71712,2026052205,0.0,97294.3,BUY
A5,COMDOLL_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.3333333333333333,97294.3,0.486471,165594.63,1.6559,FX quote-USD estimate,0.587545,2026052205,0.0,97294.3,BUY
A5,COMDOLL_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.3333333333333333,-97294.3,-0.486471,97294.3,0.9729,FX base-USD estimate,1.38115,2026052205,0.0,-97294.3,SELL
A6,COMDOLL_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.3333333333333333,97294.3,0.486471,135673.66,1.3567,FX quote-USD estimate,0.71712,2026052206,0.0,97294.3,BUY
A6,COMDOLL_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.3333333333333333,97294.3,0.486471,165594.63,1.6559,FX quote-USD estimate,0.587545,2026052206,0.0,97294.3,BUY
A6,COMDOLL_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.3333333333333333,-97294.3,-0.486471,97294.3,0.9729,FX base-USD estimate,1.38115,2026052206,0.0,-97294.3,SELL
A7,FX_MR_STACK,EURUSD,EURUSD,EURUSD_MR5,SHORT,-1.0,0.16666666666666666,-54767.17,-0.273836,47031.64,0.4703,FX quote-USD estimate,1.164475,2026052207,0.0,-54767.17,SELL
A7,FX_MR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.16666666666666666,-54767.17,-0.273836,40567.52,0.4057,FX quote-USD estimate,1.350025,2026052207,0.0,-54767.17,SELL
A7,FX_MR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.16666666666666666,-54767.17,-0.273836,54767.17,0.5477,FX base-USD estimate,158.913,2026052207,0.0,-54767.17,SELL
A7,FX_MR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.16666666666666666,54767.17,0.273836,76371.0,0.7637,FX quote-USD estimate,0.71712,2026052207,0.0,54767.17,BUY
A7,FX_MR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.16666666666666666,54767.17,0.273836,93213.58,0.9321,FX quote-USD estimate,0.587545,2026052207,0.0,54767.17,BUY
A7,FX_MR_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.16666666666666666,-54767.17,-0.273836,54767.17,0.5477,FX base-USD estimate,1.38115,2026052207,0.0,-54767.17,SELL
A8,NO_EUR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.2,-87682.93,-0.438415,64949.11,0.6495,FX quote-USD estimate,1.350025,2026052208,0.0,-87682.93,SELL
A8,NO_EUR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.2,-87682.93,-0.438415,87682.93,0.8768,FX base-USD estimate,158.913,2026052208,0.0,-87682.93,SELL
A8,NO_EUR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.2,87682.93,0.438415,122270.93,1.2227,FX quote-USD estimate,0.71712,2026052208,0.0,87682.93,BUY
A8,NO_EUR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.2,87682.93,0.438415,149236.11,1.4924,FX quote-USD estimate,0.587545,2026052208,0.0,87682.93,BUY
A8,NO_EUR_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.2,-87682.93,-0.438415,87682.93,0.8768,FX base-USD estimate,1.38115,2026052208,0.0,-87682.93,SELL
