account_id,strategy,instrument,broker_symbol,source,side,signal,weight,target_notional_usd,target_pct_account,estimated_units,estimated_standard_lots,sizing_note,last_price,magic,current_notional_usd,delta_notional_usd,delta_side
A1,FX_MR_STACK,EURUSD,EURUSD,EURUSD_MR5,LONG,1.0,0.16666666666666666,65829.67,0.329148,56735.04,0.5674,FX quote-USD estimate,1.1603,2026052201,0.0,65829.67,BUY
A1,FX_MR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.16666666666666666,-65829.67,-0.329148,49008.49,0.4901,FX quote-USD estimate,1.34323,2026052201,0.0,-65829.67,SELL
A1,FX_MR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.16666666666666666,-65829.67,-0.329148,65829.67,0.6583,FX base-USD estimate,159.196,2026052201,0.0,-65829.67,SELL
A1,FX_MR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.16666666666666666,65829.67,0.329148,92374.37,0.9237,FX quote-USD estimate,0.71264,2026052201,0.0,65829.67,BUY
A1,FX_MR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.16666666666666666,65829.67,0.329148,112557.25,1.1256,FX quote-USD estimate,0.584855,2026052201,0.0,65829.67,BUY
A1,FX_MR_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.16666666666666666,-65829.67,-0.329148,65829.67,0.6583,FX base-USD estimate,1.38206,2026052201,0.0,-65829.67,SELL
A2,FX_MR_STACK,EURUSD,EURUSD,EURUSD_MR5,LONG,1.0,0.16666666666666666,65829.67,0.329148,56735.04,0.5674,FX quote-USD estimate,1.1603,2026052202,0.0,65829.67,BUY
A2,FX_MR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.16666666666666666,-65829.67,-0.329148,49008.49,0.4901,FX quote-USD estimate,1.34323,2026052202,0.0,-65829.67,SELL
A2,FX_MR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.16666666666666666,-65829.67,-0.329148,65829.67,0.6583,FX base-USD estimate,159.196,2026052202,0.0,-65829.67,SELL
A2,FX_MR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.16666666666666666,65829.67,0.329148,92374.37,0.9237,FX quote-USD estimate,0.71264,2026052202,0.0,65829.67,BUY
