account_id,strategy,instrument,broker_symbol,source,side,signal,weight,target_notional_usd,target_pct_account,estimated_units,estimated_standard_lots,sizing_note,last_price,magic,current_notional_usd,delta_notional_usd,delta_side
A7,FX_MR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.16666666666666666,-9888.01,-0.09888,7399.68,0.074,FX quote-USD estimate,1.336275,2026052207,0.0,-9888.01,SELL
A7,FX_MR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.16666666666666666,-9888.01,-0.09888,9888.01,0.0989,FX base-USD estimate,160.525,2026052207,0.0,-9888.01,SELL
A7,FX_MR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.16666666666666666,9888.01,0.09888,14134.21,0.1413,FX quote-USD estimate,0.69958,2026052207,0.0,9888.01,BUY
A7,FX_MR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.16666666666666666,9888.01,0.09888,17059.48,0.1706,FX quote-USD estimate,0.57962,2026052207,0.0,9888.01,BUY
A7,FX_MR_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.16666666666666666,-9888.01,-0.09888,9888.01,0.0989,FX base-USD estimate,1.39466,2026052207,0.0,-9888.01,SELL
A8,NO_EUR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.2,-23572.26,-0.235723,17640.28,0.1764,FX quote-USD estimate,1.336275,2026052208,0.0,-23572.26,SELL
A8,NO_EUR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.2,-23572.26,-0.235723,23572.26,0.2357,FX base-USD estimate,160.525,2026052208,0.0,-23572.26,SELL
A8,NO_EUR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.2,23572.26,0.235723,33694.87,0.3369,FX quote-USD estimate,0.69958,2026052208,0.0,23572.26,BUY
A8,NO_EUR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.2,23572.26,0.235723,40668.47,0.4067,FX quote-USD estimate,0.57962,2026052208,0.0,23572.26,BUY
A8,NO_EUR_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.2,-23572.26,-0.235723,23572.26,0.2357,FX base-USD estimate,1.39466,2026052208,0.0,-23572.26,SELL
