account_id,strategy,instrument,broker_symbol,source,side,signal,weight,target_notional_usd,target_pct_account,estimated_units,estimated_standard_lots,sizing_note,last_price,magic,current_notional_usd,delta_notional_usd,delta_side
A1,FX_MR_STACK,EURUSD,EURUSD,EURUSD_MR5,SHORT,-1.0,0.16666666666666666,-18432.94,-0.184329,15924.71,0.1592,FX quote-USD estimate,1.157505,2026052201,0.0,-18432.94,SELL
A1,FX_MR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.16666666666666666,-18432.94,-0.184329,13739.57,0.1374,FX quote-USD estimate,1.341595,2026052201,0.0,-18432.94,SELL
A1,FX_MR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.16666666666666666,-18432.94,-0.184329,18432.94,0.1843,FX base-USD estimate,160.092,2026052201,0.0,-18432.94,SELL
A1,FX_MR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.16666666666666666,18432.94,0.184329,26153.43,0.2615,FX quote-USD estimate,0.7048,2026052201,0.0,18432.94,BUY
A1,FX_MR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.16666666666666666,18432.94,0.184329,31620.64,0.3162,FX quote-USD estimate,0.58294,2026052201,0.0,18432.94,BUY
A1,FX_MR_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.16666666666666666,-18432.94,-0.184329,18432.94,0.1843,FX base-USD estimate,1.39729,2026052201,0.0,-18432.94,SELL
A2,FX_MR_STACK,EURUSD,EURUSD,EURUSD_MR5,SHORT,-1.0,0.16666666666666666,-18432.94,-0.184329,15924.71,0.1592,FX quote-USD estimate,1.157505,2026052202,0.0,-18432.94,SELL
A2,FX_MR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.16666666666666666,-18432.94,-0.184329,13739.57,0.1374,FX quote-USD estimate,1.341595,2026052202,0.0,-18432.94,SELL
A2,FX_MR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.16666666666666666,-18432.94,-0.184329,18432.94,0.1843,FX base-USD estimate,160.092,2026052202,0.0,-18432.94,SELL
A2,FX_MR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.16666666666666666,18432.94,0.184329,26153.43,0.2615,FX quote-USD estimate,0.7048,2026052202,0.0,18432.94,BUY
A2,FX_MR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.16666666666666666,18432.94,0.184329,31620.64,0.3162,FX quote-USD estimate,0.58294,2026052202,0.0,18432.94,BUY
A2,FX_MR_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.16666666666666666,-18432.94,-0.184329,18432.94,0.1843,FX base-USD estimate,1.39729,2026052202,0.0,-18432.94,SELL
A3,NO_EUR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.2,-29279.29,-0.292793,21824.24,0.2182,FX quote-USD estimate,1.341595,2026052203,0.0,-29279.29,SELL
A3,NO_EUR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.2,-29279.29,-0.292793,29279.29,0.2928,FX base-USD estimate,160.092,2026052203,0.0,-29279.29,SELL
A3,NO_EUR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.2,29279.29,0.292793,41542.69,0.4154,FX quote-USD estimate,0.7048,2026052203,0.0,29279.29,BUY
A3,NO_EUR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.2,29279.29,0.292793,50226.94,0.5023,FX quote-USD estimate,0.58294,2026052203,0.0,29279.29,BUY
A3,NO_EUR_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.2,-29279.29,-0.292793,29279.29,0.2928,FX base-USD estimate,1.39729,2026052203,0.0,-29279.29,SELL
A4,NO_EUR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.2,-29279.29,-0.292793,21824.24,0.2182,FX quote-USD estimate,1.341595,2026052204,0.0,-29279.29,SELL
A4,NO_EUR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.2,-29279.29,-0.292793,29279.29,0.2928,FX base-USD estimate,160.092,2026052204,0.0,-29279.29,SELL
A4,NO_EUR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.2,29279.29,0.292793,41542.69,0.4154,FX quote-USD estimate,0.7048,2026052204,0.0,29279.29,BUY
A4,NO_EUR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.2,29279.29,0.292793,50226.94,0.5023,FX quote-USD estimate,0.58294,2026052204,0.0,29279.29,BUY
A4,NO_EUR_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.2,-29279.29,-0.292793,29279.29,0.2928,FX base-USD estimate,1.39729,2026052204,0.0,-29279.29,SELL
A5,COMDOLL_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.3333333333333333,16711.3,0.167113,23710.69,0.2371,FX quote-USD estimate,0.7048,2026052205,0.0,16711.3,BUY
A5,COMDOLL_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.3333333333333333,16711.3,0.167113,28667.27,0.2867,FX quote-USD estimate,0.58294,2026052205,0.0,16711.3,BUY
A5,COMDOLL_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.3333333333333333,-16711.3,-0.167113,16711.3,0.1671,FX base-USD estimate,1.39729,2026052205,0.0,-16711.3,SELL
A6,COMDOLL_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.3333333333333333,16711.3,0.167113,23710.69,0.2371,FX quote-USD estimate,0.7048,2026052206,0.0,16711.3,BUY
A6,COMDOLL_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.3333333333333333,16711.3,0.167113,28667.27,0.2867,FX quote-USD estimate,0.58294,2026052206,0.0,16711.3,BUY
A6,COMDOLL_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.3333333333333333,-16711.3,-0.167113,16711.3,0.1671,FX base-USD estimate,1.39729,2026052206,0.0,-16711.3,SELL
A7,FX_MR_STACK,EURUSD,EURUSD,EURUSD_MR5,SHORT,-1.0,0.16666666666666666,-14746.35,-0.147463,12739.77,0.1274,FX quote-USD estimate,1.157505,2026052207,0.0,-14746.35,SELL
A7,FX_MR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.16666666666666666,-14746.35,-0.147463,10991.65,0.1099,FX quote-USD estimate,1.341595,2026052207,0.0,-14746.35,SELL
A7,FX_MR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.16666666666666666,-14746.35,-0.147463,14746.35,0.1475,FX base-USD estimate,160.092,2026052207,0.0,-14746.35,SELL
A7,FX_MR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.16666666666666666,14746.35,0.147463,20922.74,0.2092,FX quote-USD estimate,0.7048,2026052207,0.0,14746.35,BUY
A7,FX_MR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.16666666666666666,14746.35,0.147463,25296.51,0.253,FX quote-USD estimate,0.58294,2026052207,0.0,14746.35,BUY
A7,FX_MR_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.16666666666666666,-14746.35,-0.147463,14746.35,0.1475,FX base-USD estimate,1.39729,2026052207,0.0,-14746.35,SELL
A8,NO_EUR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.2,-23423.43,-0.234234,17459.39,0.1746,FX quote-USD estimate,1.341595,2026052208,0.0,-23423.43,SELL
A8,NO_EUR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.2,-23423.43,-0.234234,23423.43,0.2342,FX base-USD estimate,160.092,2026052208,0.0,-23423.43,SELL
A8,NO_EUR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.2,23423.43,0.234234,33234.16,0.3323,FX quote-USD estimate,0.7048,2026052208,0.0,23423.43,BUY
A8,NO_EUR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.2,23423.43,0.234234,40181.55,0.4018,FX quote-USD estimate,0.58294,2026052208,0.0,23423.43,BUY
A8,NO_EUR_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.2,-23423.43,-0.234234,23423.43,0.2342,FX base-USD estimate,1.39729,2026052208,0.0,-23423.43,SELL
