account_id,strategy,instrument,broker_symbol,source,side,signal,weight,target_notional_usd,target_pct_account,estimated_units,estimated_standard_lots,sizing_note,last_price,magic,current_notional_usd,delta_notional_usd,delta_side
A1,HYBRID_FX_H1,EURUSD,EURUSD,HYBRID_FX_H1:EURUSD_MR5,LONG,1.0,0.08333333333333333,58252.82,0.291264,49595.86,0.496,FX quote-USD estimate,1.17455,2026052201,0.0,58252.82,BUY
A1,HYBRID_FX_H1,GBPUSD,GBPUSD,HYBRID_FX_H1:GBPUSD_MR3,LONG,1.0,0.08333333333333333,58252.82,0.291264,43238.64,0.4324,FX quote-USD estimate,1.34724,2026052201,0.0,58252.82,BUY
A1,HYBRID_FX_H1,USDJPY,USDJPY,HYBRID_FX_H1:USDJPY_MR10,LONG,1.0,0.08333333333333333,58252.82,0.291264,58252.82,0.5825,FX base-USD estimate,156.658,2026052201,0.0,58252.82,BUY
A1,HYBRID_FX_H1,AUDUSD,AUDUSD,HYBRID_FX_H1:AUDUSD_MR21,LONG,1.0,0.08333333333333333,58252.82,0.291264,87301.53,0.873,FX quote-USD estimate,0.66726,2026052201,0.0,58252.82,BUY
A1,HYBRID_FX_H1,NZDUSD,NZDUSD,HYBRID_FX_H1:NZDUSD_MR10,SHORT,-1.0,0.08333333333333333,-58252.82,-0.291264,101208.92,1.0121,FX quote-USD estimate,0.57557,2026052201,0.0,-58252.82,SELL
A1,HYBRID_FX_H1,USDCAD,USDCAD,HYBRID_FX_H1:USDCAD_MR3,SHORT,-1.0,0.08333333333333333,-58252.82,-0.291264,58252.82,0.5825,FX base-USD estimate,1.37241,2026052201,0.0,-58252.82,SELL
A1,HYBRID_FX_H1,usatechidxusd,USTEC,HYBRID_FX_H1:H1_MULTI:usatechidxusd_MA_LONG_200,LONG,1.0,0.16666666666666666,116505.64,0.582528,,,contract sizing depends on broker symbol,25250.14,2026052201,0.0,116505.64,BUY
A1,HYBRID_FX_H1,chfjpy,CHFJPY,HYBRID_FX_H1:H1_MULTI:chfjpy_DON_BREAK_100,FLAT,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,flat,197.7135,2026052201,0.0,0.0,NONE
A1,HYBRID_FX_H1,usa30idxusd,USA30,HYBRID_FX_H1:H1_MULTI:usa30idxusd_TSM_5,SHORT,-1.0,0.16666666666666666,-116505.64,-0.582528,,,contract sizing depends on broker symbol,48100.712,2026052201,0.0,-116505.64,SELL
A2,FX_MR_STACK,EURUSD,EURUSD,EURUSD_MR5,LONG,1.0,0.16666666666666666,162352.74,0.811764,138225.48,1.3823,FX quote-USD estimate,1.17455,2026052202,0.0,162352.74,BUY
