account_id,strategy,instrument,broker_symbol,source,side,signal,weight,target_notional_usd,target_pct_account,estimated_units,estimated_standard_lots,sizing_note,last_price,magic,current_notional_usd,delta_notional_usd,delta_side
A1,FX_MR_STACK,EURUSD,EURUSD,EURUSD_MR5,LONG,1.0,0.16666666666666666,18582.92,0.185829,16108.7,0.1611,FX quote-USD estimate,1.153595,2026052201,0.0,18582.92,BUY
A1,FX_MR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.16666666666666666,-18582.92,-0.185829,13900.27,0.139,FX quote-USD estimate,1.336875,2026052201,0.0,-18582.92,SELL
A1,FX_MR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.16666666666666666,-18582.92,-0.185829,18582.92,0.1858,FX base-USD estimate,160.4145,2026052201,0.0,-18582.92,SELL
A1,FX_MR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.16666666666666666,18582.92,0.185829,26480.07,0.2648,FX quote-USD estimate,0.70177,2026052201,0.0,18582.92,BUY
A1,FX_MR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.16666666666666666,18582.92,0.185829,32008.06,0.3201,FX quote-USD estimate,0.58057,2026052201,0.0,18582.92,BUY
A1,FX_MR_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.16666666666666666,-18582.92,-0.185829,18582.92,0.1858,FX base-USD estimate,1.39568,2026052201,0.0,-18582.92,SELL
A2,FX_MR_STACK,EURUSD,EURUSD,EURUSD_MR5,LONG,1.0,0.16666666666666666,18582.92,0.185829,16108.7,0.1611,FX quote-USD estimate,1.153595,2026052202,0.0,18582.92,BUY
A2,FX_MR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.16666666666666666,-18582.92,-0.185829,13900.27,0.139,FX quote-USD estimate,1.336875,2026052202,0.0,-18582.92,SELL
A2,FX_MR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.16666666666666666,-18582.92,-0.185829,18582.92,0.1858,FX base-USD estimate,160.4145,2026052202,0.0,-18582.92,SELL
A2,FX_MR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.16666666666666666,18582.92,0.185829,26480.07,0.2648,FX quote-USD estimate,0.70177,2026052202,0.0,18582.92,BUY
A2,FX_MR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.16666666666666666,18582.92,0.185829,32008.06,0.3201,FX quote-USD estimate,0.58057,2026052202,0.0,18582.92,BUY
A2,FX_MR_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.16666666666666666,-18582.92,-0.185829,18582.92,0.1858,FX base-USD estimate,1.39568,2026052202,0.0,-18582.92,SELL
A3,NO_EUR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.2,-29538.72,-0.295387,22095.35,0.221,FX quote-USD estimate,1.336875,2026052203,0.0,-29538.72,SELL
A3,NO_EUR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.2,-29538.72,-0.295387,29538.72,0.2954,FX base-USD estimate,160.4145,2026052203,0.0,-29538.72,SELL
A3,NO_EUR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.2,29538.72,0.295387,42091.74,0.4209,FX quote-USD estimate,0.70177,2026052203,0.0,29538.72,BUY
A3,NO_EUR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.2,29538.72,0.295387,50878.82,0.5088,FX quote-USD estimate,0.58057,2026052203,0.0,29538.72,BUY
A3,NO_EUR_STACK,USDCAD,USDCAD,USDCAD_MR3,SHORT,-1.0,0.2,-29538.72,-0.295387,29538.72,0.2954,FX base-USD estimate,1.39568,2026052203,0.0,-29538.72,SELL
A4,NO_EUR_STACK,GBPUSD,GBPUSD,GBPUSD_MR3,SHORT,-1.0,0.2,-29538.72,-0.295387,22095.35,0.221,FX quote-USD estimate,1.336875,2026052204,0.0,-29538.72,SELL
A4,NO_EUR_STACK,USDJPY,USDJPY,USDJPY_MR10,SHORT,-1.0,0.2,-29538.72,-0.295387,29538.72,0.2954,FX base-USD estimate,160.4145,2026052204,0.0,-29538.72,SELL
A4,NO_EUR_STACK,AUDUSD,AUDUSD,AUDUSD_MR21,LONG,1.0,0.2,29538.72,0.295387,42091.74,0.4209,FX quote-USD estimate,0.70177,2026052204,0.0,29538.72,BUY
A4,NO_EUR_STACK,NZDUSD,NZDUSD,NZDUSD_MR10,LONG,1.0,0.2,29538.72,0.295387,50878.82,0.5088,FX quote-USD estimate,0.58057,2026052204,0.0,29538.72,BUY
